student_id,week,policy,treatment_order,combined_all_asgn_score,combined_all_memo_score,academic_level,prior_prog,prior_ml,n_languages,use_learning,use_coding,use_writing,hours_ai_7d,verify_freq,eval_confidence,prior_ide_tool,n_ai_tools,claude_freq,n_ai_settings,n_ai_tasks,pref_reliable,pref_novel,pref_safe_pressure,enjoy_explore,pref_one_answer,pref_several,stop_good_enough,effort_better,comfort_reject,worry_dependence,expect_learn
student_002,6,DEFAULT,,9.686666666666667,6.666666666666667,Master's student,2.0,2.0,4.0,1.0,1.0,0.0,0.0,3.0,6.0,No,0.0,0.0,0.0,0.0,5.0,4.0,6.0,6.0,3.0,6.0,4.0,5.0,7.0,6.0,5.0
student_002,7,DEFAULT,,9.443333333333332,7.433333333333334,Master's student,2.0,2.0,4.0,1.0,1.0,0.0,0.0,3.0,6.0,No,0.0,0.0,0.0,0.0,5.0,4.0,6.0,6.0,3.0,6.0,4.0,5.0,7.0,6.0,5.0
student_002,8,DEFAULT,,9.043333333333331,6.3999999999999995,Master's student,2.0,2.0,4.0,1.0,1.0,0.0,0.0,3.0,6.0,No,0.0,0.0,0.0,0.0,5.0,4.0,6.0,6.0,3.0,6.0,4.0,5.0,7.0,6.0,5.0
student_003,1,DEFAULT,,8.926666666666668,,Master's student,2.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,Yes,1.0,1.0,4.0,3.0,5.0,4.0,6.0,7.0,1.0,7.0,3.0,5.0,6.0,7.0,6.0
student_003,2,DEFAULT,,9.416666666666666,8.033333333333333,Master's student,2.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,Yes,1.0,1.0,4.0,3.0,5.0,4.0,6.0,7.0,1.0,7.0,3.0,5.0,6.0,7.0,6.0
student_003,3,DEFAULT,,8.313333333333333,8.666666666666666,Master's student,2.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,Yes,1.0,1.0,4.0,3.0,5.0,4.0,6.0,7.0,1.0,7.0,3.0,5.0,6.0,7.0,6.0
student_003,4,DEFAULT,,9.303333333333333,8.766666666666667,Master's student,2.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,Yes,1.0,1.0,4.0,3.0,5.0,4.0,6.0,7.0,1.0,7.0,3.0,5.0,6.0,7.0,6.0
student_003,5,DEFAULT,,8.766666666666667,8.266666666666667,Master's student,2.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,Yes,1.0,1.0,4.0,3.0,5.0,4.0,6.0,7.0,1.0,7.0,3.0,5.0,6.0,7.0,6.0
student_003,6,RELIABILITY_BIASED,1,9.896666666666668,8.566666666666666,Master's student,2.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,Yes,1.0,1.0,4.0,3.0,5.0,4.0,6.0,7.0,1.0,7.0,3.0,5.0,6.0,7.0,6.0
student_003,7,DEFAULT,,9.536666666666669,8.133333333333333,Master's student,2.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,Yes,1.0,1.0,4.0,3.0,5.0,4.0,6.0,7.0,1.0,7.0,3.0,5.0,6.0,7.0,6.0
student_003,8,DEFAULT,,8.07,7.466666666666666,Master's student,2.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,Yes,1.0,1.0,4.0,3.0,5.0,4.0,6.0,7.0,1.0,7.0,3.0,5.0,6.0,7.0,6.0
student_003,9,NOVELTY_BIASED,2,,7.733333333333333,Master's student,2.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,Yes,1.0,1.0,4.0,3.0,5.0,4.0,6.0,7.0,1.0,7.0,3.0,5.0,6.0,7.0,6.0
student_006,1,DEFAULT,,9.443333333333332,,Master's student,2.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,6.0,Yes,4.0,2.0,3.0,3.0,6.0,7.0,7.0,6.0,3.0,6.0,4.0,6.0,7.0,7.0,7.0
student_006,2,RELIABILITY_BIASED,1,6.786666666666666,8.233333333333333,Master's student,2.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,6.0,Yes,4.0,2.0,3.0,3.0,6.0,7.0,7.0,6.0,3.0,6.0,4.0,6.0,7.0,7.0,7.0
student_006,3,DEFAULT,,7.936666666666667,7.5,Master's student,2.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,6.0,Yes,4.0,2.0,3.0,3.0,6.0,7.0,7.0,6.0,3.0,6.0,4.0,6.0,7.0,7.0,7.0
student_006,4,DEFAULT,,9.013333333333334,8.700000000000001,Master's student,2.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,6.0,Yes,4.0,2.0,3.0,3.0,6.0,7.0,7.0,6.0,3.0,6.0,4.0,6.0,7.0,7.0,7.0
student_006,5,DEFAULT,,8.703333333333333,8.1,Master's student,2.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,6.0,Yes,4.0,2.0,3.0,3.0,6.0,7.0,7.0,6.0,3.0,6.0,4.0,6.0,7.0,7.0,7.0
student_006,6,DEFAULT,,8.873333333333333,8.333333333333334,Master's student,2.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,6.0,Yes,4.0,2.0,3.0,3.0,6.0,7.0,7.0,6.0,3.0,6.0,4.0,6.0,7.0,7.0,7.0
student_006,8,DEFAULT,,,8.266666666666667,Master's student,2.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,6.0,Yes,4.0,2.0,3.0,3.0,6.0,7.0,7.0,6.0,3.0,6.0,4.0,6.0,7.0,7.0,7.0
student_006,9,DEFAULT,,,8.333333333333334,Master's student,2.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,6.0,Yes,4.0,2.0,3.0,3.0,6.0,7.0,7.0,6.0,3.0,6.0,4.0,6.0,7.0,7.0,7.0
student_007,1,DEFAULT,,8.833333333333334,,Master's student,1.0,1.0,3.0,3.0,3.0,3.0,15.0,3.0,4.0,Yes,1.0,0.0,2.0,2.0,6.0,4.0,7.0,7.0,3.0,6.0,4.0,4.0,7.0,5.0,6.0
student_007,2,DEFAULT,,7.38,6.066666666666666,Master's student,1.0,1.0,3.0,3.0,3.0,3.0,15.0,3.0,4.0,Yes,1.0,0.0,2.0,2.0,6.0,4.0,7.0,7.0,3.0,6.0,4.0,4.0,7.0,5.0,6.0
student_007,4,DEFAULT,,9.82,8.033333333333333,Master's student,1.0,1.0,3.0,3.0,3.0,3.0,15.0,3.0,4.0,Yes,1.0,0.0,2.0,2.0,6.0,4.0,7.0,7.0,3.0,6.0,4.0,4.0,7.0,5.0,6.0
student_007,5,DEFAULT,,9.436666666666667,7.266666666666667,Master's student,1.0,1.0,3.0,3.0,3.0,3.0,15.0,3.0,4.0,Yes,1.0,0.0,2.0,2.0,6.0,4.0,7.0,7.0,3.0,6.0,4.0,4.0,7.0,5.0,6.0
student_007,6,DEFAULT,,10.0,7.133333333333333,Master's student,1.0,1.0,3.0,3.0,3.0,3.0,15.0,3.0,4.0,Yes,1.0,0.0,2.0,2.0,6.0,4.0,7.0,7.0,3.0,6.0,4.0,4.0,7.0,5.0,6.0
student_007,7,DEFAULT,,9.63,8.433333333333334,Master's student,1.0,1.0,3.0,3.0,3.0,3.0,15.0,3.0,4.0,Yes,1.0,0.0,2.0,2.0,6.0,4.0,7.0,7.0,3.0,6.0,4.0,4.0,7.0,5.0,6.0
student_007,8,DEFAULT,,9.863333333333332,7.133333333333333,Master's student,1.0,1.0,3.0,3.0,3.0,3.0,15.0,3.0,4.0,Yes,1.0,0.0,2.0,2.0,6.0,4.0,7.0,7.0,3.0,6.0,4.0,4.0,7.0,5.0,6.0
student_007,9,NOVELTY_BIASED,2,9.533333333333331,7.333333333333333,Master's student,1.0,1.0,3.0,3.0,3.0,3.0,15.0,3.0,4.0,Yes,1.0,0.0,2.0,2.0,6.0,4.0,7.0,7.0,3.0,6.0,4.0,4.0,7.0,5.0,6.0
student_012,1,DEFAULT,,9.296666666666669,,Master's student,1.0,1.0,4.0,4.0,3.0,3.0,15.0,3.0,5.0,Yes,3.0,1.0,4.0,3.0,5.0,6.0,7.0,4.0,5.0,5.0,4.0,7.0,7.0,6.0,6.0
student_012,2,NOVELTY_BIASED,1,9.63,7.866666666666667,Master's student,1.0,1.0,4.0,4.0,3.0,3.0,15.0,3.0,5.0,Yes,3.0,1.0,4.0,3.0,5.0,6.0,7.0,4.0,5.0,5.0,4.0,7.0,7.0,6.0,6.0
student_012,3,DEFAULT,,9.446666666666667,8.033333333333333,Master's student,1.0,1.0,4.0,4.0,3.0,3.0,15.0,3.0,5.0,Yes,3.0,1.0,4.0,3.0,5.0,6.0,7.0,4.0,5.0,5.0,4.0,7.0,7.0,6.0,6.0
student_012,4,DEFAULT,,8.223333333333334,8.1,Master's student,1.0,1.0,4.0,4.0,3.0,3.0,15.0,3.0,5.0,Yes,3.0,1.0,4.0,3.0,5.0,6.0,7.0,4.0,5.0,5.0,4.0,7.0,7.0,6.0,6.0
student_012,5,DEFAULT,,8.973333333333334,8.233333333333333,Master's student,1.0,1.0,4.0,4.0,3.0,3.0,15.0,3.0,5.0,Yes,3.0,1.0,4.0,3.0,5.0,6.0,7.0,4.0,5.0,5.0,4.0,7.0,7.0,6.0,6.0
student_012,6,DEFAULT,,8.126666666666667,6.466666666666666,Master's student,1.0,1.0,4.0,4.0,3.0,3.0,15.0,3.0,5.0,Yes,3.0,1.0,4.0,3.0,5.0,6.0,7.0,4.0,5.0,5.0,4.0,7.0,7.0,6.0,6.0
student_012,7,DEFAULT,,7.816666666666667,7.066666666666666,Master's student,1.0,1.0,4.0,4.0,3.0,3.0,15.0,3.0,5.0,Yes,3.0,1.0,4.0,3.0,5.0,6.0,7.0,4.0,5.0,5.0,4.0,7.0,7.0,6.0,6.0
student_012,8,DEFAULT,,8.0,6.966666666666666,Master's student,1.0,1.0,4.0,4.0,3.0,3.0,15.0,3.0,5.0,Yes,3.0,1.0,4.0,3.0,5.0,6.0,7.0,4.0,5.0,5.0,4.0,7.0,7.0,6.0,6.0
student_013,1,DEFAULT,,9.073333333333332,,Master's student,1.0,1.0,4.0,1.0,1.0,3.0,15.0,3.0,6.0,Not sure,1.0,0.0,2.0,3.0,5.0,6.0,7.0,6.0,2.0,6.0,5.0,5.0,5.0,7.0,5.0
student_013,2,DEFAULT,,8.61,6.533333333333334,Master's student,1.0,1.0,4.0,1.0,1.0,3.0,15.0,3.0,6.0,Not sure,1.0,0.0,2.0,3.0,5.0,6.0,7.0,6.0,2.0,6.0,5.0,5.0,5.0,7.0,5.0
student_013,3,DEFAULT,,7.413333333333334,7.966666666666666,Master's student,1.0,1.0,4.0,1.0,1.0,3.0,15.0,3.0,6.0,Not sure,1.0,0.0,2.0,3.0,5.0,6.0,7.0,6.0,2.0,6.0,5.0,5.0,5.0,7.0,5.0
student_013,4,DEFAULT,,9.86,8.466666666666667,Master's student,1.0,1.0,4.0,1.0,1.0,3.0,15.0,3.0,6.0,Not sure,1.0,0.0,2.0,3.0,5.0,6.0,7.0,6.0,2.0,6.0,5.0,5.0,5.0,7.0,5.0
student_013,6,DEFAULT,,8.96,8.533333333333333,Master's student,1.0,1.0,4.0,1.0,1.0,3.0,15.0,3.0,6.0,Not sure,1.0,0.0,2.0,3.0,5.0,6.0,7.0,6.0,2.0,6.0,5.0,5.0,5.0,7.0,5.0
student_013,7,NOVELTY_BIASED,2,7.686666666666667,8.266666666666667,Master's student,1.0,1.0,4.0,1.0,1.0,3.0,15.0,3.0,6.0,Not sure,1.0,0.0,2.0,3.0,5.0,6.0,7.0,6.0,2.0,6.0,5.0,5.0,5.0,7.0,5.0
student_013,8,DEFAULT,,8.0,6.933333333333334,Master's student,1.0,1.0,4.0,1.0,1.0,3.0,15.0,3.0,6.0,Not sure,1.0,0.0,2.0,3.0,5.0,6.0,7.0,6.0,2.0,6.0,5.0,5.0,5.0,7.0,5.0
student_013,9,DEFAULT,,9.793333333333337,7.166666666666667,Master's student,1.0,1.0,4.0,1.0,1.0,3.0,15.0,3.0,6.0,Not sure,1.0,0.0,2.0,3.0,5.0,6.0,7.0,6.0,2.0,6.0,5.0,5.0,5.0,7.0,5.0
student_015,1,DEFAULT,,9.816666666666666,,Master's student,2.0,2.0,3.0,2.0,2.0,2.0,7.5,4.0,4.0,Yes,3.0,0.0,2.0,3.0,5.0,5.0,5.0,7.0,3.0,7.0,2.0,7.0,7.0,4.0,7.0
student_015,2,DEFAULT,,9.166666666666666,8.700000000000001,Master's student,2.0,2.0,3.0,2.0,2.0,2.0,7.5,4.0,4.0,Yes,3.0,0.0,2.0,3.0,5.0,5.0,5.0,7.0,3.0,7.0,2.0,7.0,7.0,4.0,7.0
student_015,3,NOVELTY_BIASED,1,9.01,8.5,Master's student,2.0,2.0,3.0,2.0,2.0,2.0,7.5,4.0,4.0,Yes,3.0,0.0,2.0,3.0,5.0,5.0,5.0,7.0,3.0,7.0,2.0,7.0,7.0,4.0,7.0
student_015,4,DEFAULT,,9.833333333333334,7.966666666666666,Master's student,2.0,2.0,3.0,2.0,2.0,2.0,7.5,4.0,4.0,Yes,3.0,0.0,2.0,3.0,5.0,5.0,5.0,7.0,3.0,7.0,2.0,7.0,7.0,4.0,7.0
student_015,5,DEFAULT,,9.673333333333334,8.9,Master's student,2.0,2.0,3.0,2.0,2.0,2.0,7.5,4.0,4.0,Yes,3.0,0.0,2.0,3.0,5.0,5.0,5.0,7.0,3.0,7.0,2.0,7.0,7.0,4.0,7.0
student_015,6,RELIABILITY_BIASED,2,9.833333333333334,8.066666666666668,Master's student,2.0,2.0,3.0,2.0,2.0,2.0,7.5,4.0,4.0,Yes,3.0,0.0,2.0,3.0,5.0,5.0,5.0,7.0,3.0,7.0,2.0,7.0,7.0,4.0,7.0
student_015,7,DEFAULT,,10.0,8.299999999999999,Master's student,2.0,2.0,3.0,2.0,2.0,2.0,7.5,4.0,4.0,Yes,3.0,0.0,2.0,3.0,5.0,5.0,5.0,7.0,3.0,7.0,2.0,7.0,7.0,4.0,7.0
student_015,8,DEFAULT,,10.0,8.866666666666667,Master's student,2.0,2.0,3.0,2.0,2.0,2.0,7.5,4.0,4.0,Yes,3.0,0.0,2.0,3.0,5.0,5.0,5.0,7.0,3.0,7.0,2.0,7.0,7.0,4.0,7.0
student_015,9,DEFAULT,,,8.566666666666666,Master's student,2.0,2.0,3.0,2.0,2.0,2.0,7.5,4.0,4.0,Yes,3.0,0.0,2.0,3.0,5.0,5.0,5.0,7.0,3.0,7.0,2.0,7.0,7.0,4.0,7.0
student_016,1,DEFAULT,,9.536666666666669,,Master's student,1.0,1.0,4.0,3.0,3.0,2.0,7.5,4.0,5.0,No,0.0,0.0,0.0,0.0,4.0,3.0,6.0,5.0,3.0,6.0,6.0,5.0,7.0,5.0,6.0
student_016,2,DEFAULT,,8.233333333333334,7.0,Master's student,1.0,1.0,4.0,3.0,3.0,2.0,7.5,4.0,5.0,No,0.0,0.0,0.0,0.0,4.0,3.0,6.0,5.0,3.0,6.0,6.0,5.0,7.0,5.0,6.0
student_016,3,RELIABILITY_BIASED,1,8.700000000000001,7.2,Master's student,1.0,1.0,4.0,3.0,3.0,2.0,7.5,4.0,5.0,No,0.0,0.0,0.0,0.0,4.0,3.0,6.0,5.0,3.0,6.0,6.0,5.0,7.0,5.0,6.0
student_016,4,DEFAULT,,8.65,8.833333333333334,Master's student,1.0,1.0,4.0,3.0,3.0,2.0,7.5,4.0,5.0,No,0.0,0.0,0.0,0.0,4.0,3.0,6.0,5.0,3.0,6.0,6.0,5.0,7.0,5.0,6.0
student_016,6,DEFAULT,,9.583333333333334,9.233333333333333,Master's student,1.0,1.0,4.0,3.0,3.0,2.0,7.5,4.0,5.0,No,0.0,0.0,0.0,0.0,4.0,3.0,6.0,5.0,3.0,6.0,6.0,5.0,7.0,5.0,6.0
student_016,7,DEFAULT,,,8.5,Master's student,1.0,1.0,4.0,3.0,3.0,2.0,7.5,4.0,5.0,No,0.0,0.0,0.0,0.0,4.0,3.0,6.0,5.0,3.0,6.0,6.0,5.0,7.0,5.0,6.0
student_016,8,DEFAULT,,,7.566666666666666,Master's student,1.0,1.0,4.0,3.0,3.0,2.0,7.5,4.0,5.0,No,0.0,0.0,0.0,0.0,4.0,3.0,6.0,5.0,3.0,6.0,6.0,5.0,7.0,5.0,6.0
student_016,9,DEFAULT,,,9.333333333333334,Master's student,1.0,1.0,4.0,3.0,3.0,2.0,7.5,4.0,5.0,No,0.0,0.0,0.0,0.0,4.0,3.0,6.0,5.0,3.0,6.0,6.0,5.0,7.0,5.0,6.0
student_017,1,DEFAULT,,8.906666666666666,,Master's student,2.0,1.0,6.0,2.0,2.0,1.0,3.0,2.0,5.0,Yes,3.0,0.0,3.0,3.0,3.0,5.0,6.0,6.0,2.0,6.0,2.0,6.0,6.0,5.0,6.0
student_017,2,DEFAULT,,5.890000000000001,7.666666666666667,Master's student,2.0,1.0,6.0,2.0,2.0,1.0,3.0,2.0,5.0,Yes,3.0,0.0,3.0,3.0,3.0,5.0,6.0,6.0,2.0,6.0,2.0,6.0,6.0,5.0,6.0
student_017,3,DEFAULT,,8.41,7.866666666666667,Master's student,2.0,1.0,6.0,2.0,2.0,1.0,3.0,2.0,5.0,Yes,3.0,0.0,3.0,3.0,3.0,5.0,6.0,6.0,2.0,6.0,2.0,6.0,6.0,5.0,6.0
student_017,4,DEFAULT,,9.736666666666666,8.299999999999999,Master's student,2.0,1.0,6.0,2.0,2.0,1.0,3.0,2.0,5.0,Yes,3.0,0.0,3.0,3.0,3.0,5.0,6.0,6.0,2.0,6.0,2.0,6.0,6.0,5.0,6.0
student_017,5,RELIABILITY_BIASED,1,9.273333333333332,7.866666666666667,Master's student,2.0,1.0,6.0,2.0,2.0,1.0,3.0,2.0,5.0,Yes,3.0,0.0,3.0,3.0,3.0,5.0,6.0,6.0,2.0,6.0,2.0,6.0,6.0,5.0,6.0
student_017,6,DEFAULT,,8.479999999999999,7.4,Master's student,2.0,1.0,6.0,2.0,2.0,1.0,3.0,2.0,5.0,Yes,3.0,0.0,3.0,3.0,3.0,5.0,6.0,6.0,2.0,6.0,2.0,6.0,6.0,5.0,6.0
student_017,8,DEFAULT,,,7.0,Master's student,2.0,1.0,6.0,2.0,2.0,1.0,3.0,2.0,5.0,Yes,3.0,0.0,3.0,3.0,3.0,5.0,6.0,6.0,2.0,6.0,2.0,6.0,6.0,5.0,6.0
student_017,9,DEFAULT,,,,Master's student,2.0,1.0,6.0,2.0,2.0,1.0,3.0,2.0,5.0,Yes,3.0,0.0,3.0,3.0,3.0,5.0,6.0,6.0,2.0,6.0,2.0,6.0,6.0,5.0,6.0
student_021,1,DEFAULT,,9.166666666666666,,Master's student,3.0,2.0,5.0,3.0,4.0,3.0,15.0,3.0,6.0,Yes,1.0,0.0,3.0,3.0,2.0,6.0,2.0,7.0,2.0,6.0,3.0,6.0,6.0,5.0,6.0
student_021,2,DEFAULT,,8.979999999999999,8.1,Master's student,3.0,2.0,5.0,3.0,4.0,3.0,15.0,3.0,6.0,Yes,1.0,0.0,3.0,3.0,2.0,6.0,2.0,7.0,2.0,6.0,3.0,6.0,6.0,5.0,6.0
student_021,3,DEFAULT,,7.986666666666667,8.533333333333333,Master's student,3.0,2.0,5.0,3.0,4.0,3.0,15.0,3.0,6.0,Yes,1.0,0.0,3.0,3.0,2.0,6.0,2.0,7.0,2.0,6.0,3.0,6.0,6.0,5.0,6.0
student_021,4,DEFAULT,,8.82,8.1,Master's student,3.0,2.0,5.0,3.0,4.0,3.0,15.0,3.0,6.0,Yes,1.0,0.0,3.0,3.0,2.0,6.0,2.0,7.0,2.0,6.0,3.0,6.0,6.0,5.0,6.0
student_021,6,DEFAULT,,9.583333333333334,5.966666666666666,Master's student,3.0,2.0,5.0,3.0,4.0,3.0,15.0,3.0,6.0,Yes,1.0,0.0,3.0,3.0,2.0,6.0,2.0,7.0,2.0,6.0,3.0,6.0,6.0,5.0,6.0
student_021,7,DEFAULT,,,7.6,Master's student,3.0,2.0,5.0,3.0,4.0,3.0,15.0,3.0,6.0,Yes,1.0,0.0,3.0,3.0,2.0,6.0,2.0,7.0,2.0,6.0,3.0,6.0,6.0,5.0,6.0
student_021,8,RELIABILITY_BIASED,2,,7.833333333333333,Master's student,3.0,2.0,5.0,3.0,4.0,3.0,15.0,3.0,6.0,Yes,1.0,0.0,3.0,3.0,2.0,6.0,2.0,7.0,2.0,6.0,3.0,6.0,6.0,5.0,6.0
student_021,9,DEFAULT,,,7.833333333333333,Master's student,3.0,2.0,5.0,3.0,4.0,3.0,15.0,3.0,6.0,Yes,1.0,0.0,3.0,3.0,2.0,6.0,2.0,7.0,2.0,6.0,3.0,6.0,6.0,5.0,6.0
student_022,1,DEFAULT,,,,Master's student,3.0,2.0,4.0,4.0,1.0,2.0,0.0,3.0,6.0,Yes,3.0,0.0,4.0,3.0,6.0,7.0,7.0,5.0,2.0,7.0,5.0,5.0,7.0,7.0,7.0
student_022,3,DEFAULT,,5.71,7.5,Master's student,3.0,2.0,4.0,4.0,1.0,2.0,0.0,3.0,6.0,Yes,3.0,0.0,4.0,3.0,6.0,7.0,7.0,5.0,2.0,7.0,5.0,5.0,7.0,7.0,7.0
student_022,5,DEFAULT,,8.229999999999999,,Master's student,3.0,2.0,4.0,4.0,1.0,2.0,0.0,3.0,6.0,Yes,3.0,0.0,4.0,3.0,6.0,7.0,7.0,5.0,2.0,7.0,5.0,5.0,7.0,7.0,7.0
student_022,6,DEFAULT,,10.0,7.7,Master's student,3.0,2.0,4.0,4.0,1.0,2.0,0.0,3.0,6.0,Yes,3.0,0.0,4.0,3.0,6.0,7.0,7.0,5.0,2.0,7.0,5.0,5.0,7.0,7.0,7.0
student_022,7,DEFAULT,,9.073333333333332,8.666666666666666,Master's student,3.0,2.0,4.0,4.0,1.0,2.0,0.0,3.0,6.0,Yes,3.0,0.0,4.0,3.0,6.0,7.0,7.0,5.0,2.0,7.0,5.0,5.0,7.0,7.0,7.0
student_022,8,DEFAULT,,9.026666666666666,6.966666666666666,Master's student,3.0,2.0,4.0,4.0,1.0,2.0,0.0,3.0,6.0,Yes,3.0,0.0,4.0,3.0,6.0,7.0,7.0,5.0,2.0,7.0,5.0,5.0,7.0,7.0,7.0
student_022,9,DEFAULT,,9.146666666666668,8.4,Master's student,3.0,2.0,4.0,4.0,1.0,2.0,0.0,3.0,6.0,Yes,3.0,0.0,4.0,3.0,6.0,7.0,7.0,5.0,2.0,7.0,5.0,5.0,7.0,7.0,7.0
student_023,1,DEFAULT,,9.906666666666666,,PhD student,2.0,2.0,3.0,4.0,4.0,4.0,15.0,4.0,6.0,Yes,2.0,0.0,1.0,3.0,4.0,6.0,7.0,7.0,3.0,6.0,1.0,5.0,7.0,2.0,7.0
student_023,2,DEFAULT,,9.33,8.5,PhD student,2.0,2.0,3.0,4.0,4.0,4.0,15.0,4.0,6.0,Yes,2.0,0.0,1.0,3.0,4.0,6.0,7.0,7.0,3.0,6.0,1.0,5.0,7.0,2.0,7.0
student_023,4,DEFAULT,,9.763333333333334,8.666666666666666,PhD student,2.0,2.0,3.0,4.0,4.0,4.0,15.0,4.0,6.0,Yes,2.0,0.0,1.0,3.0,4.0,6.0,7.0,7.0,3.0,6.0,1.0,5.0,7.0,2.0,7.0
student_023,5,DEFAULT,,9.34,8.166666666666666,PhD student,2.0,2.0,3.0,4.0,4.0,4.0,15.0,4.0,6.0,Yes,2.0,0.0,1.0,3.0,4.0,6.0,7.0,7.0,3.0,6.0,1.0,5.0,7.0,2.0,7.0
student_023,6,RELIABILITY_BIASED,2,8.916666666666666,8.866666666666667,PhD student,2.0,2.0,3.0,4.0,4.0,4.0,15.0,4.0,6.0,Yes,2.0,0.0,1.0,3.0,4.0,6.0,7.0,7.0,3.0,6.0,1.0,5.0,7.0,2.0,7.0
