student_id,team_size,presentation,essay,overall,n_biased_assigned,got_nov,got_rel,got_neu,got_ques,any_use,any_biased_use,prompts_total,minutes_total,words_total,prompts_biased,minutes_biased,words_biased,minutes_early,minutes_mid,minutes_late,mean_wk_coding,mean_wk_memo,slope_coding,slope_memo,eng_behavioral,eng_cognitive,eng_emotional,eng_autonomy,eng_social,deleg_autonomy,deleg_full_share,essay_gpt,essay_gemini,essay_3grader,essay_novelty_z,innov_gpt,innov_gemini,novelty_pref_z,reliability_pref_z,doc_code
student_044,4,8.25,9.0,8.625,1,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.175416666666667,8.179166666666667,0.06234126984127026,0.1408730158730159,,,,,,,,6.5,8.5,8.0,0.08791277200170558,9.0,9.5,-0.9722051539611327,-0.4551632686715574,proj_07
student_045,1,9.166666666666666,9.0,9.083333333333332,1,0,1,1,0,1,1,363.0,689.7166666666666,171837.0,20.0,16.8,7368.0,424.4,248.33333333333337,16.983333333333334,8.649444444444443,8.0875,0.17509523809523767,0.10595238095238076,3.0,2.625,1.75,2.625,2.0,2.4918032786885247,0.040983606557377046,8.0,10.0,9.0,1.4784479748469144,8.5,9.5,1.8898941310646329,-0.4551632686715574,proj_22
student_046,4,6.0,7.5,6.75,1,1,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.659444444444444,7.50625,-0.11739583333333295,-0.20932539682539636,,,,,,,,8.0,9.5,8.333333333333334,-1.4496578371302977,7.5,9.5,-0.3997852969559796,0.2994495188628664,proj_06
student_049,2,7.166666666666667,8.333333333333334,7.75,2,1,1,0,0,1,0,50.0,161.39999999999998,2990.0,0.0,0.0,0.0,161.39999999999998,0.0,0.0,9.492083333333333,7.183333333333334,0.10436936936936951,0.08015873015873048,2.5,2.5,2.0,2.0,1.0,2.9148936170212765,0.0,8.5,10.0,8.944444444444445,0.41929953383445856,8.5,9.5,0.45884448855175014,0.5509871147076744,proj_08
student_050,4,8.25,9.0,8.625,1,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.111666666666668,6.9,0.10865079365079425,-0.13412698412698368,,,,,,,,6.5,8.5,8.0,0.08791277200170558,9.0,9.5,-0.3997852969559796,1.0540623063972903,proj_07
student_052,1,8.666666666666666,8.5,8.583333333333332,0,0,0,1,1,1,0,80.0,229.75000000000003,91530.0,0.0,0.0,0.0,0.05,0.0,229.70000000000002,8.503333333333334,6.941666666666666,-0.3104761904761912,0.05158730158730213,2.0,1.5,1.0,1.5,2.0,2.2941176470588234,0.11764705882352941,8.0,8.5,8.333333333333334,2.0459662479062266,7.5,9.0,0.17263456004917357,-0.20362567282674945,proj_17
student_053,1,6.666666666666667,7.666666666666667,7.166666666666667,1,0,1,0,1,1,0,9.0,20.1,518.0,0.0,0.0,0.0,0.0,0.0,20.1,9.26875,8.145833333333332,0.14257936507936514,0.21547619047619054,3.0,3.0,1.0,3.0,1.0,0.75,0.25,8.0,10.0,8.555555555555555,-0.8840936294915773,8.0,9.0,-1.2584150824637093,0.8025247105524823,proj_09
student_054,4,7.5,8.0,7.75,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.317083333333333,8.225,0.30654761904761896,-0.039682539682539604,,,,,,,,7.5,9.0,8.166666666666666,1.8663348606998795,8.5,9.5,0.45884448855175014,1.557137498086906,proj_01
student_055,4,7.875,8.0,7.9375,2,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.530833333333333,8.161904761904761,0.28698412698412684,0.05560109289617495,,,,,,,,7.5,9.0,8.166666666666666,1.8663348606998795,8.5,9.5,-2.689464724976592,1.305599902242098,proj_01
student_058,4,6.0,7.5,6.75,2,1,1,0,0,1,1,203.0,517.05,49224.0,16.0,77.55,2794.0,330.4833333333333,3.1,183.46666666666667,7.724285714285714,7.813333333333333,-0.1966463414634142,-0.03513513513513525,2.8333333333333335,2.1666666666666665,1.1666666666666667,2.1666666666666665,1.6666666666666667,1.6363636363636365,0.24242424242424243,8.0,9.5,8.333333333333334,-1.4496578371302977,7.5,9.5,-1.8308349394688623,1.808675093931714,proj_06
student_062,3,8.125,8.833333333333334,8.479166666666668,1,0,1,1,0,1,1,456.0,906.7000000000003,103532.0,111.0,224.55,18724.0,223.48333333333335,401.65,281.56666666666666,5.273333333333333,6.729166666666667,-0.10971887550200779,-0.05436507936507905,3.0,2.2222222222222223,1.7777777777777777,2.3333333333333335,1.6666666666666667,1.1870229007633588,0.38549618320610685,7.0,10.0,8.611111111111112,-1.572112577116463,8.5,10.0,-0.3997852969559796,-1.461313652050789,proj_03
student_063,1,7.25,8.5,7.875,2,1,1,0,0,1,1,1433.0,3137.2833333333333,334654.0,301.0,702.5666666666666,74416.0,264.76666666666665,1384.3500000000001,1488.1666666666667,8.402083333333334,8.391666666666667,-0.07670634920634889,0.1476190476190478,3.0,3.0,2.142857142857143,3.0,2.142857142857143,1.8908898305084745,0.11228813559322035,6.5,9.5,8.166666666666666,-0.2635785184155516,8.5,9.5,1.0312643455569033,-0.9582384603611732,proj_10
student_064,1,7.166666666666667,8.166666666666666,7.666666666666666,1,1,0,0,1,1,0,92.0,153.75,13594.0,0.0,0.0,0.0,114.68333333333334,23.166666666666664,15.9,8.276666666666667,7.695833333333333,0.21531746031746035,-0.010714285714285407,2.0,1.5,1.25,1.5,0.5,1.706896551724138,0.034482758620689655,7.0,9.5,8.222222222222221,-0.08738436548261654,8.5,9.5,1.8898941310646329,0.8025247105524823,proj_19
