student_id,week,policy,combined_all_asgn_score,combined_all_memo_score,conv_length,conv_length_log,conv_round,total_session_duration_minutes,event_request_count,session_count,active_days,perceived_performance,prior_prog_exp,prior_ml_exp,bias_pooled,direction
student_028,3,DEFAULT,6.25,7.1000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,No Bias,None
student_028,5,DEFAULT,,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,No Bias,None
student_028,6,DEFAULT,8.793333333333333,7.366666666666667,2490.0,7.820439515262181,15.0,32.7,39.0,1.0,1.0,5.0,2.0,1.0,No Bias,None
student_028,7,NOVELTY_BIASED,8.28,,22383.0,10.016101696905263,45.0,131.26666666666665,184.0,5.0,3.0,5.0,2.0,1.0,Biased,Novelty
student_028,8,DEFAULT,7.333333333333333,5.333333333333333,150.0,5.017279836814924,1.0,1.0833333333333333,10.0,1.0,1.0,5.0,2.0,1.0,No Bias,None
student_028,9,DEFAULT,,7.233333333333333,492.0,6.20050917404269,3.0,1.4,9.0,1.0,1.0,,2.0,1.0,No Bias,None
student_031,1,DEFAULT,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,No Bias,None
student_031,2,DEFAULT,8.523333333333333,6.866666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,No Bias,None
student_031,3,DEFAULT,8.0,6.833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,No Bias,None
student_031,4,DEFAULT,8.846666666666666,7.433333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,No Bias,None
student_031,6,DEFAULT,8.0,7.566666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,No Bias,None
student_031,7,DEFAULT,6.593333333333334,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,No Bias,None
student_031,8,DEFAULT,9.25,6.8999999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,No Bias,None
student_031,9,RELIABILITY_BIASED,,8.133333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,Biased,Reliability
student_032,1,DEFAULT,8.26,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,1.0,No Bias,None
student_032,2,DEFAULT,7.583333333333333,7.766666666666667,2022.0,7.612336837167746,35.0,43.03333333333333,74.0,3.0,3.0,,2.0,1.0,No Bias,None
student_032,3,DEFAULT,8.56,8.233333333333333,49168.0,10.803018622594942,161.0,248.75,404.0,9.0,2.0,5.0,2.0,1.0,No Bias,None
student_032,4,DEFAULT,9.153333333333334,7.266666666666667,56411.0,10.94043718081213,224.0,261.20000000000005,500.0,3.0,2.0,5.0,2.0,1.0,No Bias,None
student_032,5,DEFAULT,7.926666666666667,7.333333333333333,87120.0,11.375053235961534,242.0,269.1,521.0,6.0,2.0,6.0,2.0,1.0,No Bias,None
student_032,7,DEFAULT,9.39,8.366666666666667,83861.0,11.336927869712962,428.0,780.95,1118.0,15.0,3.0,,2.0,1.0,No Bias,None
student_032,8,DEFAULT,,8.299999999999999,130819.0,11.781577611515203,607.0,1461.3166666666666,1641.0,24.0,7.0,,2.0,1.0,No Bias,None
student_032,9,NOVELTY_BIASED,,7.866666666666667,128565.0,11.764197670137529,688.0,1574.8166666666666,1524.0,24.0,6.0,,2.0,1.0,Biased,Novelty
student_033,1,DEFAULT,9.26,,136602.0,11.824834187810318,281.0,398.75,814.0,6.0,4.0,6.0,2.0,1.0,No Bias,None
student_033,2,DEFAULT,,7.333333333333333,84727.0,11.347201404523505,173.0,344.26666666666665,413.0,6.0,5.0,7.0,2.0,1.0,No Bias,None
student_033,3,DEFAULT,9.01,7.9,69430.0,11.14808873263942,115.0,195.41666666666663,279.0,9.0,3.0,7.0,2.0,1.0,No Bias,None
student_033,4,RELIABILITY_BIASED,,7.7,38612.0,10.561344286317487,200.0,371.9666666666667,723.0,8.0,4.0,7.0,2.0,1.0,Biased,Reliability
student_033,5,DEFAULT,9.63,7.8,118281.0,11.680826882852879,459.0,908.0833333333334,1262.0,9.0,5.0,7.0,2.0,1.0,No Bias,None
student_033,6,DEFAULT,9.896666666666668,6.6000000000000005,39187.0,10.576125856464532,121.0,557.9499999999999,355.0,8.0,3.0,7.0,2.0,1.0,No Bias,None
student_033,8,DEFAULT,8.953333333333333,7.0,21943.0,9.99624903261744,57.0,157.58333333333331,80.0,4.0,1.0,,2.0,1.0,No Bias,None
student_033,9,DEFAULT,,7.033333333333334,61473.0,11.026369600176976,276.0,792.2166666666667,1142.0,9.0,4.0,,2.0,1.0,No Bias,None
student_035,1,DEFAULT,8.87,,38491.0,10.558205706476292,93.0,130.08333333333331,356.0,5.0,3.0,,2.0,2.0,No Bias,None
student_035,2,DEFAULT,8.393333333333333,6.666666666666667,65133.0,11.084201965284862,85.0,130.3,379.0,8.0,4.0,7.0,2.0,2.0,No Bias,None
student_035,3,DEFAULT,,6.933333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,No Bias,None
student_035,4,DEFAULT,9.21,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,No Bias,None
student_035,6,DEFAULT,,8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,No Bias,None
student_035,7,DEFAULT,8.463333333333333,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,No Bias,None
student_035,8,DEFAULT,9.32,6.833333333333333,262.0,5.572154032177765,2.0,4.366666666666666,2.0,1.0,1.0,,2.0,2.0,No Bias,None
student_035,9,NOVELTY_BIASED,9.633333333333333,7.933333333333334,2275.0,7.730174795246222,13.0,18.116666666666667,84.0,1.0,1.0,,2.0,2.0,Biased,Novelty
student_036,1,DEFAULT,8.276666666666667,,71227.0,11.173641278521204,149.0,140.46666666666667,662.0,2.0,2.0,,1.0,,No Bias,None
student_036,2,DEFAULT,,6.3,32738.0,10.3963223067812,90.0,80.55,372.0,1.0,1.0,,1.0,,No Bias,None
student_036,3,DEFAULT,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,No Bias,None
student_036,5,DEFAULT,9.0,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,No Bias,None
student_036,6,DEFAULT,8.833333333333334,8.966666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,No Bias,None
student_036,7,DEFAULT,,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,No Bias,None
student_036,8,DEFAULT,8.583333333333334,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,No Bias,None
student_037,1,DEFAULT,7.833333333333333,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,No Bias,None
student_037,2,DEFAULT,8.453333333333333,8.833333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,No Bias,None
student_037,4,DEFAULT,8.903333333333334,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,No Bias,None
student_037,5,NOVELTY_BIASED,8.776666666666666,8.433333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,Biased,Novelty
student_037,6,DEFAULT,9.0,8.799999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,1.0,No Bias,None
student_037,7,DEFAULT,7.9433333333333325,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,No Bias,None
student_037,8,DEFAULT,7.04,6.233333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,No Bias,None
student_037,9,DEFAULT,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,No Bias,None
student_038,1,DEFAULT,8.776666666666666,,17316.0,9.75944395695215,77.0,106.73333333333332,322.0,6.0,2.0,5.0,2.0,2.0,No Bias,None
student_038,2,NOVELTY_BIASED,8.693333333333333,7.166666666666667,9.0,2.302585092994046,1.0,0.0666666666666666,2.0,1.0,1.0,6.0,2.0,2.0,Biased,Novelty
student_038,3,DEFAULT,9.03,7.666666666666667,16019.0,9.68159322062235,23.0,45.61666666666667,110.0,2.0,2.0,,2.0,2.0,No Bias,None
student_038,4,DEFAULT,9.513333333333334,6.533333333333334,18.0,2.9444389791664403,2.0,207.31666666666663,6.0,2.0,2.0,6.0,2.0,2.0,No Bias,None
student_038,5,DEFAULT,7.9,8.066666666666666,9.0,2.302585092994046,1.0,323.76666666666665,3.0,1.0,1.0,6.0,2.0,2.0,No Bias,None
student_038,6,DEFAULT,9.73,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,No Bias,None
student_038,8,DEFAULT,,7.233333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,No Bias,None
student_038,9,DEFAULT,9.636666666666668,7.266666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,No Bias,None
student_039,1,DEFAULT,9.573333333333332,,129422.0,11.770841388685666,155.0,417.5,359.0,15.0,5.0,7.0,2.0,1.0,No Bias,None
student_039,2,DEFAULT,9.143333333333333,7.066666666666666,4571.0,8.427706024914702,48.0,110.61666666666666,68.0,7.0,3.0,,2.0,1.0,No Bias,None
student_039,4,DEFAULT,9.236666666666666,7.6,426.0,6.056784013228625,9.0,55.666666666666664,83.0,3.0,2.0,5.0,2.0,1.0,No Bias,None
student_039,5,DEFAULT,9.486666666666666,7.833333333333333,69.0,4.248495242049359,2.0,2.316666666666667,23.0,1.0,1.0,6.0,2.0,1.0,No Bias,None
student_039,6,DEFAULT,9.48,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,1.0,No Bias,None
student_039,7,DEFAULT,8.333333333333334,7.466666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,1.0,No Bias,None
student_039,8,DEFAULT,,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,1.0,No Bias,None
student_039,9,NOVELTY_BIASED,,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,Biased,Novelty
student_040,1,DEFAULT,10.0,,390.0,5.968707559985366,11.0,2.0833333333333335,38.0,1.0,1.0,,2.0,1.0,No Bias,None
student_040,2,DEFAULT,8.33,7.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,1.0,No Bias,None
student_040,3,DEFAULT,7.936666666666667,6.866666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,1.0,No Bias,None
