participantId,wave,ai_group,pre_grs_F_full,post_grs_F_full,pre_sharpe_full,post_sharpe_full,pre_grs_F_def1y,post_grs_F_def1y,pre_sharpe_def1y,post_sharpe_def1y,pre_grs_F_bear1y,post_grs_F_bear1y,pre_sharpe_bear1y,post_sharpe_bear1y,pre_grs_F_bull1y,post_grs_F_bull1y,pre_sharpe_bull1y,post_sharpe_bull1y
1199,wave3,Extremely Risk-Averse,1.061834615075898,1.0581451619393147,0.0157033159552825,0.0173412341440197,0.8841949446458544,0.8957903373302422,0.041899138697541,0.0313746007967329,0.55925226458517,0.5473197549598219,-0.0583434848287879,-0.0649437176581346,1.2127545608158783,1.192130196412435,0.0901621778906817,0.0973805513437446
2014,wave3,Extremely Risk-Seeking,1.0092802066870663,1.0092802066870663,0.0319079946425818,0.0319079946425818,0.8039415895028422,0.8039415895028422,0.0844137224384517,0.0844137224384517,0.6001015072293513,0.6001015072293513,-0.0250649251431623,-0.0250649251431623,1.011272456499867,1.011272456499867,0.1466690120579523,0.1466690120579523
602,wave3,Extremely Risk-Averse,0.9396559978116272,0.8964159660121785,0.0451893171593668,0.0517595895925383,0.8174833899569832,0.7605981508337093,0.0788384114379588,0.1002497347996697,0.5511640674723034,0.5757650869522192,-0.0628918418523,-0.0477499883219471,1.1234959477897903,1.011598885582781,0.1183821081898508,0.1465940998415134
1677,wave3,Somewhat Risk-Seeking,1.0723848508696496,1.0138016150273934,0.0095840759567582,0.030849582012432,0.9029131088581648,0.8818374080280099,-0.0226106472916706,0.0437318576523115,0.600464048882851,0.5479679813231391,-0.0245699911786739,-0.0646022250900943,1.209407724838851,1.1346446230376117,0.0913709633759333,0.115219370923628
987,wave3,Extremely Risk-Averse,1.041700463116766,1.0110300621182102,0.0232816097720212,0.031502574209032,0.8686081704750698,0.8340285501755406,0.0528586617106252,0.0714540419905785,0.5705733163065231,0.5746725491383481,-0.0513142654313318,-0.0485215853695988,1.2222398345992882,1.174510454807991,0.0866477745381038,0.1031619565195743
2225,wave3,Somewhat Risk-Seeking,0.959365401634008,0.9638208193184512,0.0418568777649895,0.0410663876693202,0.7184006918232047,0.8743597684940956,0.1136370770302311,0.0490976141036267,0.5722037017203113,0.55507409157611,-0.0502219522820901,-0.0607349817798577,1.0992031982680337,1.0802596783856364,0.1250117429606264,0.1299607680210339
1117,wave3,Somewhat Risk-Averse,0.9829364741711364,0.9942771526285684,0.0374874351952286,0.0351936241120373,0.7830301020814672,0.8089110106452972,0.0923820000521456,0.082410417819956,0.5792427253639196,0.589574580712457,-0.045207147226941,-0.0366345019403349,1.1328341252807228,1.038390619035397,0.1157385478902549,0.1403208346708702
1809,wave3,Default,0.8353833761565262,0.8353833761565262,0.0598291096773803,0.0598291096773803,0.6315787976641105,0.6315787976641105,0.137317836992486,0.137317836992486,0.5993073383078228,0.5993073383078228,-0.0261164311495441,-0.0261164311495441,0.9179579535600164,0.9179579535600164,0.1668260765721262,0.1668260765721262
877,wave3,Somewhat Risk-Averse,0.9661302900423742,0.9661302900423742,0.0406506290968661,0.0406506290968661,0.7822664191464092,0.7822664191464092,0.0926604340648055,0.0926604340648055,0.5802253302139886,0.5802253302139886,-0.0444625535580422,-0.0444625535580422,1.037086121639455,1.037086121639455,0.1406322405161606,0.1406322405161606
106,wave3,Risk-Neutral,1.0752860673082436,1.0733661684966942,0.0070221757626884,0.0088013648947462,0.9019142486042252,0.903512754732848,-0.02403253778744,-0.0217124572669811,0.5979609258885835,0.5952024697466357,-0.0278086665970295,-0.0309891925128946,1.2475623611328834,1.2196219863647288,0.0765029471730412,0.087631363439299
1537,wave3,Somewhat Risk-Averse,1.025725678191982,0.9069324079773414,0.0278669005698863,0.0502400240433388,0.842147969233753,0.7834237735051689,0.0675421450633508,0.0922381527584701,0.5441061586313732,0.5569730253388699,-0.0666112582720619,-0.0596597896926437,1.1492897014860486,1.0429110874943477,0.1109351701754513,0.1392367501600316
1316,wave3,Somewhat Risk-Averse,1.01482479038614,1.01482479038614,0.0306050093876304,0.0306050093876304,0.7845078278345602,0.7845078278345602,0.0918409149048524,0.0918409149048524,0.6024781466894855,0.6024781466894855,-0.0216155069690613,-0.0216155069690613,1.14038260551891,1.14038260551891,0.113559095509544,0.113559095509544
719,wave3,Extremely Risk-Seeking,0.9209569678777356,0.9209569678777356,0.0481397503264701,0.0481397503264701,0.6673134217318373,0.6673134217318373,0.1280694874081483,0.1280694874081483,0.6038461028477956,0.6038461028477956,-0.0193538853209831,-0.0193538853209831,1.1466978783772614,1.1466978783772614,0.1117047325152335,0.1117047325152335
2228,wave3,Risk-Neutral,1.0107827410606849,1.0107827410606849,0.0315601902782509,0.0315601902782509,0.8645409838253032,0.8645409838253032,0.055365846538596,0.055365846538596,0.5349407452115573,0.5349407452115573,-0.0711565546015832,-0.0711565546015832,1.119380871250018,1.119380871250018,0.1195294984827996,0.1195294984827996
549,wave3,Somewhat Risk-Averse,0.9567761756899136,0.972664363763892,0.0423095256760095,0.0394507741198295,0.7268370858267797,0.7510115027981533,0.111083853960005,0.1034364760154418,0.5600799702816494,0.5927802965310388,-0.0578581598259693,-0.0335350216603755,1.1295902755340852,0.9898687732274936,0.1166632779120822,0.1515069394918598
2102,wave3,Default,1.0341617221790218,1.0092278844794709,0.02554795997757,0.0319200381005343,0.8383769330058382,0.8363343594161301,0.0693859191003569,0.0703648034029648,0.5435539425071939,0.5523426025009459,-0.0668936911549619,-0.0622494831970128,1.2635475035968176,1.1754444871168388,0.0693590224469972,0.1028633125194153
1557,wave3,Default,0.9796708783608518,0.9802687756605416,0.0381224978392969,0.0380070133781935,0.761227911983087,0.7464016981693322,0.1000369855547007,0.1049358067454041,0.5461666432273111,0.557846154560495,-0.0655468654891087,-0.05915895354067,1.1682257728619678,1.106753052247493,0.1051502720941822,0.1229873876312007
596,wave3,Risk-Neutral,0.9522649303484024,0.9522649303484024,0.0430869021208204,0.0430869021208204,0.5487248734515979,0.5487248734515979,0.1568208621471946,0.1568208621471946,0.5798944966826479,0.5798944966826479,-0.0447146244837382,-0.0447146244837382,1.1604831886420637,1.1604831886420637,0.1075514754207426,0.1075514754207426
866,wave3,Default,0.914228471390182,0.9101861306340396,0.0491584800859465,0.0497605786601784,0.8173493282862154,0.7920745218950714,0.0788954859708976,0.0890204999622802,0.5832390896823667,0.5805750644413041,-0.0420973960676747,-0.0441945308377694,1.010008936760204,1.043015321351086,0.1469586475661851,0.1392116611823154
367,wave3,Default,1.04137746515296,1.017843494102248,0.0233832054790382,0.0298718171777346,0.8659204334822636,0.8234757246449101,0.0545282652951946,0.0762447295085789,0.5262224938815696,0.5427032376834092,-0.0752304790210261,-0.0673265098109929,1.2150623211184752,1.1877372095832548,0.0893194609608728,0.0988523692126127
870,wave3,Risk-Neutral,0.8494706360677821,0.8494706360677821,0.0580649389884639,0.0580649389884639,0.626926482256526,0.626926482256526,0.1384796015924023,0.1384796015924023,0.6083286216916369,0.6083286216916369,0.0084305260904394,0.0084305260904394,0.9459068835763622,0.9459068835763622,0.1610282186634178,0.1610282186634178
2132,wave3,Somewhat Risk-Averse,1.0084609930590316,1.0563167476355544,0.0320960437515231,0.018098160302324,0.7406700923477127,0.7782953893456055,0.1067719040051228,0.094095417958986,0.6023860748500696,0.5845414263883726,-0.0217593005455413,-0.0410334925614014,1.0068015461964162,1.1209075019457826,0.1476915392770583,0.1191050518633764
2122,wave3,Extremely Risk-Seeking,0.8870904710292439,0.8870904710292439,0.0530710628023813,0.0530710628023813,0.6763758010238528,0.6763758010238528,0.1256233746107543,0.1256233746107543,0.6064572470888053,0.6064572470888053,0.0140626113384042,0.0140626113384042,1.0624713644230297,1.0624713644230297,0.1344528689445104,0.1344528689445104
212,wave3,Somewhat Risk-Averse,1.0180932007043062,1.0180932007043062,0.0298103630780355,0.0298103630780355,0.7541044548379242,0.7541044548379242,0.1024187240350866,0.1024187240350866,0.5829143687281516,0.5829143687281516,-0.0423585336953164,-0.0423585336953164,1.0055663702780375,1.0055663702780375,0.1479728922859207,0.1479728922859207
1773,wave3,Extremely Risk-Averse,0.9600547241816436,0.9740403675279228,0.0417355489438587,0.0391934460192288,0.6926659592381353,0.8119821038611188,0.1211100327947504,0.0811483401354454,0.6027050724423231,0.6028319737138975,0.0212569599156291,-0.0210537964432675,1.2406230591233514,1.0177625728332622,0.079408612625533,0.1451729498215693
1148,wave3,Somewhat Risk-Seeking,1.0076387513980598,1.0290414169914868,0.0322836910195837,0.0269791718067149,0.8177669595167496,0.8552162700132108,0.0787175534310701,0.0607290851360316,0.6016683377436779,0.5578239224975325,-0.0228492866729532,-0.0591717579424033,1.0655910600616718,1.1445350689707603,0.1336752147601457,0.1123430751401039
1869,wave3,Somewhat Risk-Seeking,1.00450307082732,1.0092938308287231,0.0329895433656875,0.0319048579123358,0.8902755036247977,0.8893148420518147,0.0367558335332207,0.0376149368547799,0.5533665103571691,0.5586245770153406,-0.0616860585320776,-0.0587088904430447,1.1344359957984214,1.1653378880750411,0.1152793096322259,0.1060519633797982
548,wave3,Somewhat Risk-Averse,0.959877482026674,0.980367359886241,0.0417667790599208,0.0379879382156547,0.5762126404028214,0.6792812323163148,0.1506069473850028,0.1248296376522819,0.5939130525584264,0.6030148673995454,-0.0323692662838798,-0.0207575000190346,1.21475461500706,1.1393189153906829,0.0894322691011533,0.1138686058626136
1831,wave3,Default,1.0239011990500406,0.9704218671018978,0.0283435511175526,0.0398666089931091,0.834628722166265,0.871437389604912,0.0711721001355089,0.0510428816405085,0.5593018266052336,0.5445498196357562,-0.0583145363105631,-0.0663834912184187,1.1618504466155335,1.0648955541180956,0.1071311863072758,0.1338489489511695
1363,wave3,Risk-Neutral,0.97101430047068,0.9866462266951488,0.0397571718569012,0.0367527617619714,0.7241404360941057,0.7890314504583631,0.1119059971045656,0.090165038885308,0.6035989050679476,0.5946096459741587,0.0197816916111048,-0.0316311454053214,1.0877179874416123,1.0249940149580543,0.1280336457455223,0.1434891610774451
1530,wave3,Risk-Neutral,0.9597352399313664,0.9551501714368352,0.0417918253935356,0.0425913417617353,0.8022446182353724,0.7766968064006117,0.0850873123732115,0.0946671587994227,0.5680428710338347,0.5785841712635718,-0.0529654573828124,-0.0456994480441627,1.0284518717009652,1.0639988963550842,0.1426775747967428,0.1340726210929718
172,wave3,Risk-Neutral,0.9477815391773936,1.0082048282748874,0.0438459249602358,0.0321546211584039,0.7534396079462329,0.8032005759269014,0.1026383111729887,0.0847084978216919,0.592947103183364,0.5735278061391369,-0.0333659018852298,-0.0493172222549103,0.9645005274998284,1.0498108143867662,0.1570649316073899,0.1375668710095484
1473,wave3,Extremely Risk-Seeking,1.034081744557237,1.034081744557237,0.025570929222433,0.025570929222433,0.8529678429734202,0.8529678429734202,0.0619537977848018,0.0619537977848018,0.5534109416107836,0.5534109416107836,-0.061661494630058,-0.061661494630058,1.2446218331175951,1.2446218331175951,0.0777471617295132,0.0777471617295132
1244,wave3,Somewhat Risk-Averse,1.0178554230437713,1.0178554230437713,0.0298688842684984,0.0298688842684984,0.8132597040221136,0.8132597040221136,0.0806176407792224,0.0806176407792224,0.5938894970793083,0.5938894970793083,-0.0323939332493883,-0.0323939332493883,1.036163805382187,1.036163805382187,0.1408520298813318,0.1408520298813318
1936,wave3,Default,1.0057047330812012,0.9936686734174484,0.0327208370048979,0.0353204597524967,0.8535875177867756,0.828522816483695,0.0616186559508027,0.0739913604137412,0.5964987138784954,0.6012386247226985,-0.029537148556362,-0.0234777097898943,1.0350077500826844,0.9923493501836615,0.1411270737688377,0.1509535009920922
441,wave3,Somewhat Risk-Averse,0.9857029607437592,0.9857029607437592,0.036940942273155,0.036940942273155,0.7226361492219959,0.7226361492219959,0.1123621323368442,0.1123621323368442,0.5959375646403565,0.5959375646403565,-0.0301742910788946,-0.0301742910788946,1.108810249883566,1.108810249883566,0.1224303362930876,0.1224303362930876
533,wave3,Extremely Risk-Seeking,1.0022513636843444,0.950159413851444,0.0334872726776477,0.0434449979423978,0.7938723662008798,0.8718865889043528,0.0883375608717285,0.0507486758055654,0.5771735866513948,0.5518242446087254,-0.0467366255456969,-0.0625328135445665,1.044741618882291,1.005995201809404,0.1387955338421307,0.1478752669031972
2019,wave3,Somewhat Risk-Averse,1.0640055632483787,1.0148831767762554,0.0146543189552454,0.0305909943658755,0.8206337733467628,0.7855223172319427,0.0774853861938095,0.0914676580753695,0.5627184729465613,0.6008610589585338,-0.0562835243031891,-0.0240163329118348,1.059694814883068,0.9683898660560452,0.1351414885186176,0.1562244469421795
438,wave3,Risk-Neutral,1.033785848985452,0.9519150593086272,0.025655730902996,0.0431466108134366,0.831381457532541,0.6739771960500629,0.0726847787183076,0.126275123939031,0.5944014539259984,0.6008893010813114,-0.0318535336015753,0.0239764613638903,1.224974154787395,1.1005055872997882,0.0856087225675171,0.1246647352438421
1312,wave3,Risk-Neutral,0.8475090648585774,0.8475090648585774,0.0583137439956582,0.0583137439956582,0.6635110448665117,0.6635110448665117,0.1290828938861111,0.1290828938861111,0.6044946069253987,0.6044946069253987,-0.0181838675866857,-0.0181838675866857,0.985527565414768,0.985527565414768,0.1524710994537718,0.1524710994537718
1892,wave3,Extremely Risk-Averse,0.8712634153648198,0.8986443488934325,0.0552264149058924,0.051441310305277,0.6621160335725044,0.6782022121822443,0.1294528314377702,0.1251249674191313,0.605734860245171,0.6070438359539988,-0.0157056620038527,-0.012571566108548,0.9775088952934256,1.0203579024308922,0.1542375899157638,0.1445707181490026
2392,wave3,Extremely Risk-Averse,0.920513720534472,0.920513720534472,0.0482075164323911,0.0482075164323911,0.7578656644202911,0.7578656644202911,0.1011678617752545,0.1011678617752545,0.5507859170374619,0.5507859170374619,-0.0630965879854429,-0.0630965879854429,1.0809930430594004,1.0809930430594004,0.1297724624496684,0.1297724624496684
1335,wave3,Somewhat Risk-Seeking,0.9577384606993774,1.0154891189009232,0.0421418629034789,0.0304451650202817,0.7529263303527249,0.852658047127471,0.1028075301921533,0.0621206786266758,0.5576226484291235,0.5387528915519604,-0.0592875562486364,-0.0693015770747292,1.147571090636124,1.1573531661788488,0.1114460234487161,0.1085077809401811
471,wave3,Somewhat Risk-Seeking,0.9213331821430972,0.9843309093656202,0.0480821583677224,0.0372129754718904,0.7238729614045034,0.8576353963389056,0.1119872307933022,0.0593836150322959,0.5883247770109199,0.5587252691128491,-0.0377743855354076,-0.058650424187042,1.0823845989862375,1.1154461526567694,0.1294144502918913,0.1206169629428406
581,wave3,Risk-Neutral,0.9608169962319174,0.9608169962319174,0.0416009710267296,0.0416009710267296,0.7739846692000883,0.7739846692000883,0.0956296248758648,0.0956296248758648,0.5503001634661963,0.5503001634661963,-0.0633586393804795,-0.0633586393804795,1.071499398863926,1.071499398863926,0.1321907776105269,0.1321907776105269
205,wave3,Extremely Risk-Averse,0.8633790316970725,0.8267008973799956,0.0562696830766724,0.0608913294540213,0.7506159682689619,0.6878817280760529,0.103565937670714,0.1224517696005501,0.5918011399458383,0.6025839571170528,-0.0345111242763064,-0.0214490688868474,0.9774774825102676,0.9380193955391416,0.1542444739389134,0.1626831759521436
1756,wave3,Extremely Risk-Seeking,1.0549011335456768,1.0603692039625945,0.0186631490069959,0.0163734849283741,0.8541440073011748,0.8947616731002739,0.0613161495368661,0.032445812139896,0.5650146437710789,0.5235911648830628,-0.0548769092984153,-0.0764183185591672,1.16129115986391,1.2470906950796163,0.107303298507766,0.0767038483401154
432,wave3,Risk-Neutral,0.9513784335186166,0.9970885997992962,0.0432380318833855,0.0346015801308527,0.6978465761123982,0.8122989959510303,0.1196411533343218,0.0810170228331552,0.6092328471316694,0.5949694062824097,0.0031422054388741,-0.0312431380028081,0.9888121021562648,1.0249553760298695,0.1517421338661489,0.1434982060881753
1074,wave3,Risk-Neutral,0.982583315471064,0.9620964732177884,0.037556629122574,0.0413741042151732,0.7462531784086971,0.848657062721349,0.1049837717750277,0.0642375829227294,0.609297967567609,0.5783164076210972,-0.0023379958789223,-0.0458981167456353,1.020623175560671,0.890896270208578,0.144509033257401,0.1722735422926504
1070,wave3,Default,0.9322474714707804,0.9322474714707804,0.0463805341989971,0.0463805341989971,0.7624835117828739,0.7624835117828739,0.0996115099499655,0.0996115099499655,0.6091450902908858,0.6091450902908858,-0.0039765231853993,-0.0039765231853993,1.0164567547316667,1.0164567547316667,0.1454750923660399,0.1454750923660399
1421,wave3,Risk-Neutral,1.0258753709060455,1.018089078741806,0.027827431640174,0.0298113785392236,0.8462391036697234,0.8269723934859776,0.0654842756761957,0.0746906481099659,0.5525003716964668,0.5652199086908278,-0.0621629954323078,-0.0547494277394442,1.199529261504093,1.154131769189046,0.0948519364439887,0.1094836843770937
1588,wave3,Extremely Risk-Seeking,0.843135138443549,0.8122736598131995,0.0588647956958835,0.0626171105661149,0.5014502982203073,0.4963339738251398,0.1670179387217955,0.1680882289198589,0.6073141864163192,0.5987732630204643,-0.0118212642510993,-0.0268004342943826,0.9814101175933628,0.964476528691003,0.153380469320492,0.1570701051178445
1503,wave3,Extremely Risk-Averse,0.9442635854696494,0.9442635854696494,0.0444324933288987,0.0444324933288987,0.8312024315472005,0.8312024315472005,0.0727672789211393,0.0727672789211393,0.5717275936801025,0.5717275936801025,-0.0505433467266065,-0.0505433467266065,0.9925234551758134,0.9925234551758134,0.1509145872315635,0.1509145872315635
2121,wave3,Extremely Risk-Seeking,1.0644229946121595,0.9975303343396592,0.0144438950961066,0.0345076393303327,0.8468520229440126,0.8631431459169328,0.065170474952997,0.0562020143833948,0.5480179621044308,0.5467574196186196,-0.0645758209453669,-0.0652385381720164,1.2753035633269991,1.115319068104771,0.0636058638485483,0.1206519320407978
1735,wave3,Extremely Risk-Averse,1.0189335791706084,1.000403241246442,0.0296026077285881,0.0338903540127665,0.7772500258397286,0.8323550356769127,0.0944696749272018,0.0722345117844072,0.5595013161723643,0.6020607800954263,-0.0581978734548394,-0.0222599080205235,1.1979088095163557,1.071798591702106,0.0954112439892129,0.1321151942007528
2376,wave3,Somewhat Risk-Seeking,0.9534004575472644,0.872525413815024,0.0428925456256904,0.0550576136571475,0.8439051619693133,0.8418737778389654,0.0666659106657931,0.0676778673318746,0.5662401727916936,0.5816238142158598,-0.0541113810539886,-0.0433809606385021,0.9440915463432168,1.0389383413186446,0.1614104635528568,0.1401898937585678
2049,wave3,Extremely Risk-Seeking,0.9614569972456748,0.9614569972456748,0.0414876450791862,0.0414876450791862,0.7424777063958028,0.7424777063958028,0.1061961172853523,0.1061961172853523,0.5738260671745877,0.5738260671745877,-0.0491111501439081,-0.0491111501439081,1.0588326517855768,1.0588326517855768,0.1353546539944128,0.1353546539944128
607,wave3,Extremely Risk-Averse,0.8950171802412201,0.954574164778274,0.0519583923270089,0.0426907311531789,0.7774762040697217,0.8165133658952413,0.0943888208470725,0.0792504787451543,0.5814284258648247,0.5802855951993137,-0.0435336772739397,-0.044416483245486,0.9733582135402874,1.0491674961985131,0.1551447998881084,0.1377233591145392
249,wave3,Somewhat Risk-Averse,1.0211718487859194,1.0041621088698442,0.0290420466817172,0.0330653906446307,0.8938785820736036,0.7035496250459848,0.0333380940195522,0.118004212870716,0.6034622318337312,0.6045293354813694,-0.0200143023403766,-0.0181190828468642,1.1197934431909191,1.0539252478749024,0.1194149321962434,0.1365621033936008
372,wave3,Default,1.045761801565286,1.045761801565286,0.0219641777292814,0.0219641777292814,0.8392000858017404,0.8392000858017404,0.0689875805856757,0.0689875805856757,0.5587821915192637,0.5587821915192637,-0.0586173470895958,-0.0586173470895958,1.1244165012184566,1.1244165012184566,0.1181239936382723,0.1181239936382723
2107,wave3,Extremely Risk-Averse,1.045761801565286,1.000403241246442,0.0219641777292814,0.0338903540127665,0.8392000858017404,0.8323550356769127,0.0689875805856757,0.0722345117844072,0.5587821915192637,0.6020607800954263,-0.0586173470895958,-0.0222599080205235,1.1244165012184566,1.071798591702106,0.1181239936382723,0.1321151942007528
2125,wave3,Somewhat Risk-Seeking,1.011106053325427,1.0311964396932711,0.0314848501589227,0.0263862429158709,0.7954174670751031,0.8616578017321803,0.0877465158903469,0.0570772715267925,0.5689264880291008,0.5474540711075944,-0.0523947196519836,-0.0648731036590822,1.1229201551716952,1.1681872853806174,0.1185432850988734,0.1051623377239373
1897,wave3,Extremely Risk-Seeking,1.0005462622331378,1.0005462622331378,0.0338593312111381,0.0338593312111381,0.8221491205340282,0.8221491205340282,0.0768262946734234,0.0768262946734234,0.5557428684032291,0.5557428684032291,-0.060358468133831,-0.060358468133831,1.025880059187219,1.025880059187219,0.1432816024020156,0.1432816024020156
560,wave3,Default,1.0558177573789551,0.973318246328888,0.0182993014797542,0.039328699412616,0.8731113330817035,0.8007323743271804,0.0499378084107248,0.0856832426030311,0.5323625506034511,0.5884969784802836,-0.0723846829386289,-0.0376193694722134,1.2537959942197283,0.997117850870135,0.0737976339287252,0.1498843798780748
289,wave3,Default,0.9422577836519476,1.000011714125144,0.0447635184011896,0.0339751362350421,0.8242917617815975,0.8325513810987365,0.0758848274927593,0.0721433712287328,0.594234713504997,0.5901275147360828,-0.0320305346677588,-0.0361187853018848,1.107668776365987,1.1195336352665468,0.1227397200472759,0.1194870898308694
1261,wave3,Extremely Risk-Seeking,0.9580392488985442,0.992663201709264,0.0420893193357669,0.0355290599251701,0.6969313422143312,0.884673892928533,0.1199018869401192,0.0415169963861886,0.6003529471051336,0.5528458377697761,-0.024722715284084,-0.0619731987864062,0.9975961839518366,1.1048369728670795,0.149776751377702,0.1235041009751208
25,wave3,Default,0.9764071050770122,1.0295641170634315,0.0387468668203216,0.0268365570761004,0.8461248034963651,0.905110206569128,0.0655426313789124,0.0191152090823624,0.5738516750647977,0.5616774202996921,-0.0490934174151146,-0.0569099520295945,1.1818047634765807,1.155138073563014,0.1008071670388005,0.1091797231981668
1787,wave3,Risk-Neutral,1.050660671772589,1.0120856527299145,0.0202616349821537,0.0312554738805565,0.905741037487242,0.8732281559609651,0.0179867330160007,0.0498597814407285,0.5724423803458196,0.5851788202466072,-0.0500600648056752,-0.0405026792199119,1.2061247653949858,1.1207973728182763,0.0925418410853849,0.1191357186507469
1012,wave3,Somewhat Risk-Averse,0.934653494420118,0.8883254611456625,0.045997024118607,0.0528992297018923,0.6701081212128829,0.6063188016258932,0.1273198378455879,0.1435211053064155,0.5662327462038615,0.5870925180514365,-0.0541160523083137,-0.0388657313581049,1.0905888750150965,0.8995999713564006,0.1272845808464765,0.1705383647018631
2235,wave3,Extremely Risk-Averse,0.95985706412761,1.0095528284653204,0.0417703752099068,0.0318451695219717,0.7254545652189736,0.832896487141956,0.1115060710253204,0.0719829043943228,0.6090376902792441,0.6054872941688524,-0.0048043252791933,-0.0162305552057104,1.1835418224106542,1.0255643388567983,0.1002385806661523,0.1433555925781638
1979,wave3,Somewhat Risk-Averse,0.8967385013405377,0.8967385013405377,0.0517136419224162,0.0517136419224162,0.7811893972437265,0.7811893972437265,0.0930517415602496,0.0930517415602496,0.5643447686333808,0.5643447686333808,-0.055290920792885,-0.055290920792885,0.9714794459767636,0.9714794459767636,0.1555538632482119,0.1555538632482119
1540,wave3,Extremely Risk-Seeking,0.9148014543950064,0.9148014543950064,0.0490725434666855,0.0490725434666855,0.6754248499405934,0.6754248499405934,0.1258821456887303,0.1258821456887303,0.5914775890822617,0.5914775890822617,-0.0348276808984471,-0.0348276808984471,1.0283296020499466,1.0283296020499466,0.1427063448507996,0.1427063448507996
1679,wave3,Extremely Risk-Seeking,0.972193120728679,1.0103258412007383,0.039538519225123,0.0316663553346572,0.6371567461576599,0.869836696093035,0.1359128119084482,0.0520778931761934,0.601894064124848,0.543971441408506,-0.0225121671823963,-0.066680268235319,1.033264809904231,1.1456118297464362,0.1415408153243014,0.1120257065863531
