participantId,wave,ai_group,pre_grs_F_1y,post_grs_F_1y,pre_grs_F_3y,post_grs_F_3y,pre_grs_F_5y,post_grs_F_5y,pre_ra_m2,post_ra_m2
533,wave3,Extremely Risk-Seeking,0.7938722068900892,0.8718867483587078,1.112395781300646,0.953631056336474,1.0022524298553328,0.9501604026380917,-0.0008397229646352,0.005328846870334
2019,wave3,Somewhat Risk-Averse,0.8206337946814818,0.785522107836709,1.2078344095073563,1.16922264121813,1.0640066579231964,1.014884198393531,-0.006904190137349,-0.0049559097324446
438,wave3,Risk-Neutral,0.8313815915339234,0.6739769462995383,1.21183657622195,1.1318166790319613,1.033786952080798,0.9519158596364764,-0.0012318228154415,-0.0006465441550308
1312,wave3,Risk-Neutral,0.6635108684343984,0.6635108684343984,0.9733183113893296,0.9733183113893296,0.847509960784362,0.847509960784362,0.0085077971259539,0.0085077971259539
1892,wave3,Extremely Risk-Averse,0.6621157127191708,0.6782019630685366,1.0377784271161483,1.0849060237465138,0.871264384562367,0.8986453643181946,0.007594347182059,0.0045310082343506
2392,wave3,Extremely Risk-Averse,0.7578658969184058,0.7578658969184058,0.926319628101188,0.926319628101188,0.9205149084475072,0.9205149084475072,0.0101605278987043,0.0101605278987043
1335,wave3,Somewhat Risk-Seeking,0.7529265402364087,0.85265822732181,1.0067786250591275,1.085942031628084,0.9577396096143777,1.015490217989454,0.0082553665752038,0.0013182010438173
471,wave3,Somewhat Risk-Seeking,0.7238730642775615,0.8576355778214596,1.015983790530112,1.029072455284388,0.9213342886367862,0.9843320158163116,0.0098491288117403,0.005151599937045
581,wave3,Risk-Neutral,0.7739848819040631,0.7739848819040631,0.9831948942600258,0.9831948942600258,0.96081813313534,0.96081813313534,0.0050126775659674,0.0050126775659674
205,wave3,Extremely Risk-Averse,0.7506160907981061,0.6878816949239772,0.9400061515953888,0.918056357760276,0.8633798863058926,0.8267017231567433,0.0097600706948688,0.0115717620510833
1756,wave3,Extremely Risk-Seeking,0.8541441383128718,0.894761811365204,1.1930461880820928,1.1774285097463917,1.054902225307364,1.0603703154622557,-0.0062826223192218,-0.0033368641275896
432,wave3,Risk-Neutral,0.6978463231183141,0.8122990436799044,1.0899291794362118,1.1183009632174672,0.9513792635145022,0.997089587531304,-0.0011720537973679,-0.0055117420764361
1074,wave3,Risk-Neutral,0.7462531229466282,0.848657049657595,1.1211950200826484,1.0201334402789612,0.9825841873961236,0.9620974216819516,-0.0028663401669798,0.0042776629751449
1070,wave3,Default,0.7624837822375544,0.7624837822375544,1.0282243209367476,1.0282243209367476,0.9322484992867266,0.9322484992867266,0.0001936136581148,0.0001936136581148
1421,wave3,Risk-Neutral,0.8462393308520582,0.8269726146175367,1.1492550840401137,1.131775413827885,1.0258765114247286,1.0180901761907657,0.0003260494619175,-0.0004526446343941
1588,wave3,Extremely Risk-Seeking,0.5014504707790697,0.496334040367149,0.8915640455066416,0.8336747135285488,0.8431359555916079,0.8122745102052776,0.0117032423730562,0.013950374393279
1503,wave3,Extremely Risk-Averse,0.831202740140034,0.831202740140034,0.9509820332695252,0.9509820332695252,0.9442645350853864,0.9442645350853864,0.001544415165394,0.001544415165394
2121,wave3,Extremely Risk-Seeking,0.8468521672557618,0.8631432984023766,1.1948894570686546,1.090688076031516,1.064424106406424,0.9975314060023046,-0.0001028805511661,0.0011873537784391
1735,wave3,Extremely Risk-Averse,0.7772503259824866,0.8323551022951736,1.0942196626900966,1.1855278206632682,1.0189346358471094,1.0004044143225002,-0.0018730938862696,-0.0041366781221923
2376,wave3,Somewhat Risk-Seeking,0.8439052529723353,0.8418740836628649,1.0119598273850594,0.8479070565433308,0.9534014472972094,0.8725264891445556,0.0064759255005507,0.0072167537458132
2049,wave3,Extremely Risk-Seeking,0.7424779424841246,0.7424779424841246,1.0087815118220025,1.0087815118220025,0.9614581689693456,0.9614581689693456,0.0061426140431451,0.0061426140431451
607,wave3,Extremely Risk-Averse,0.7774764668471555,0.8165135978715028,0.9188095679215756,1.020742714164506,0.8950182012449011,0.9545752427172906,0.0077197016396859,0.006758918430534
249,wave3,Somewhat Risk-Averse,0.8938786842910137,0.7035496028363989,1.1880097762420017,1.1561334558659913,1.0211728941479032,1.004163182057932,0.0036276217789962,-0.0047717966790431
372,wave3,Default,0.8392002204333454,0.8392002204333454,1.1951635355457304,1.1951635355457304,1.0457629314639014,1.0457629314639014,-0.0038547363310836,-0.0038547363310836
2107,wave3,Extremely Risk-Averse,0.8392002204333454,0.8323551022951736,1.1951635355457304,1.1855278206632682,1.0457629314639014,1.0004044143225002,-0.0038547363310836,-0.0041366781221923
2125,wave3,Somewhat Risk-Seeking,0.795417547781329,0.8616579379665568,1.102374411779058,1.1356171550016811,1.0111071248382657,1.031197542297918,0.0038657332527658,0.000347917482587
1897,wave3,Extremely Risk-Seeking,0.8221494529371963,0.8221494529371963,1.003394661810265,1.003394661810265,1.00054740395512,1.00054740395512,0.0033126151973791,0.0033126151973791
560,wave3,Default,0.8731115328965209,0.8007322213163575,1.233246949887209,1.093688449944239,1.0558189454335327,0.973319287316716,-0.0031106480653605,-0.0020075734857916
289,wave3,Default,0.8242918521189583,0.8325514178273157,1.0688081762602573,1.1304780266217818,0.9422588237230118,1.000012750773177,0.008006415253871,0.0026453260509972
1261,wave3,Extremely Risk-Seeking,0.6969309302373735,0.8846740423919225,1.052034616582551,1.0463172263590503,0.9580401943621564,0.9926642508339278,0.0052978370586487,0.0036447161730667
25,wave3,Default,0.8461249387894652,0.9051103341157438,1.093943874581828,1.1564428444552055,0.976408304297487,1.0295652159856576,0.0105432208422505,-0.0006739475779322
1787,wave3,Risk-Neutral,0.9057411659779246,0.8732282604753816,1.2004283832186702,1.1160229527567087,1.0506617807770653,1.0120866875058196,-0.0024436081001319,-0.0018439465399231
1012,wave3,Somewhat Risk-Averse,0.6701081278510408,0.6063183423919531,1.0051431488581253,0.9373124351784448,0.9346546001272672,0.88832638647471,0.0066327841101497,0.0010643163635451
2235,wave3,Extremely Risk-Averse,0.7254543338794358,0.8328964848437075,1.152924998673522,1.2004499326536864,0.959858000293933,1.0095538730598432,0.0004432564568828,-0.0046581256040907
1979,wave3,Somewhat Risk-Averse,0.7811895676794144,0.7811895676794144,0.9014364425308784,0.9014364425308784,0.8967395478071669,0.8967395478071669,0.0128941538663604,0.0128941538663604
1540,wave3,Extremely Risk-Seeking,0.6754245759187929,0.6754245759187929,0.9954800655881704,0.9954800655881704,0.91480241646237,0.91480241646237,0.009254442085306,0.009254442085306
1679,wave3,Extremely Risk-Seeking,0.6371565974539414,0.8698368512443168,1.0714310267477063,1.1101324357137217,0.9721941303294702,1.010326919890755,0.0017606486742215,-0.0004775799966563
965,wave3,Risk-Neutral,0.7830512892729186,0.6999569843412343,1.012204910972216,0.9912806579282876,0.9768431987578172,0.942163258391677,0.0112911520124478,0.0070412182407865
1407,wave3,Extremely Risk-Seeking,0.752615264561607,0.772729723390075,1.0570227914545325,0.9956753718154852,0.9682031031351984,0.9392484200119288,-0.0036373176177614,0.0038770406073725
663,wave3,Somewhat Risk-Seeking,0.7512656831371082,0.7512656831371082,0.9404705577948544,0.9404705577948544,0.935052414883958,0.935052414883958,0.0082115071787463,0.0082115071787463
2217,wave3,Extremely Risk-Averse,0.8794712036243291,0.8636796536676762,1.1086826977523363,1.0937680460168793,1.046332374695018,1.0286887237944824,-0.001800472747414,-0.0008264597287311
2239,wave3,Extremely Risk-Averse,0.6607136119936419,0.8222183001494541,0.970187201629324,1.1739492074521125,0.9428112388735844,0.9795424984140276,0.0077674130086758,-0.004668996262504
1995,wave3,Somewhat Risk-Averse,0.8479005166406989,0.8479005166406989,1.0526286427884557,1.0526286427884557,1.0086359284566142,1.0086359284566142,0.002175531085299,0.002175531085299
1583,wave3,Somewhat Risk-Averse,0.8118829367445121,0.7688274852354648,1.097623140552616,1.0663814482434704,0.99249901406332,0.9837206278659882,0.0020910708623347,-0.0009515070541179
1707,wave3,Risk-Neutral,0.8302824310443355,0.7288147228439508,1.0296745371181315,0.9317537354155636,1.020653834242316,0.952912320144746,0.0072966194967989,0.0100453927012271
466,wave3,Somewhat Risk-Averse,0.7715513241201583,0.7323246451693913,1.1179470665874915,1.1176173600792343,1.037883076103274,0.9722483223580314,-0.0038738846124516,-0.0036701461238018
2066,wave3,Somewhat Risk-Averse,0.8985915963191453,0.8516731348621127,1.2025844125264142,1.096604216198957,1.057454001376385,0.9975999356289544,-0.00502330559894,-0.0072023599898666
506,wave3,Extremely Risk-Seeking,0.7355266931297291,0.7705127006809358,1.0499703529888251,1.0592943729066395,0.9691614009013876,0.9442146527561628,0.0056511119430089,0.0017058448423817
1704,wave3,Somewhat Risk-Seeking,0.6330400294461058,0.6645057073016797,0.967390680150287,0.963514708123066,0.9195342362297982,0.9248431815208056,0.0065643801410485,0.0081568562503862
1478,wave3,Risk-Neutral,0.7586291748405846,0.8038875466631034,1.0131010246022951,1.04215304374037,0.9794357062988654,0.975451832148938,0.003889241171093,0.0041039894895681
924,wave3,Somewhat Risk-Seeking,0.8037239349371323,0.8037239349371323,1.0772758841964305,1.0772758841964305,0.98639421894027,0.98639421894027,-0.0007265523553686,-0.0007265523553686
2369,wave3,Extremely Risk-Averse,0.8132387697928426,0.6994619765066918,0.9499901952336274,1.110172737023234,0.947507156521576,0.9982948309941946,0.0062807079961137,-0.0045056302365485
469,wave3,Extremely Risk-Averse,0.8479266880356935,0.8479266880356935,1.0892272978525492,1.0892272978525492,1.0242450227293107,1.0242450227293107,0.0041142289325504,0.0041142289325504
35,wave3,Extremely Risk-Seeking,0.8083377838045427,0.8083377838045427,1.037745685098308,1.037745685098308,0.9385616708277554,0.9385616708277554,0.0119656404386341,0.0119656404386341
2134,wave3,Default,0.786053468226617,0.7475131275695043,1.0098774966971658,0.9772220263820188,0.988530699072918,0.9463625248414718,0.0006321827747505,0.0030298081529733
985,wave3,Default,0.7145217838301446,0.7145217838301446,1.0420041012490384,1.0420041012490384,0.9725351342628096,0.9725351342628096,0.0053162213531899,0.0053162213531899
385,wave3,Somewhat Risk-Averse,0.8765002331065054,0.8765002331065054,0.9528405119851996,0.9528405119851996,0.9390379218551071,0.9390379218551071,0.0066912800809528,0.0066912800809528
817,wave3,Extremely Risk-Seeking,0.6019048171344671,0.6019048171344671,0.9569304006594688,0.9569304006594688,0.8902682524646007,0.8902682524646007,0.0053314042537514,0.0053314042537514
1946,wave3,Default,0.6711623656441622,0.6737612237031517,0.9632893359821556,0.9759114439430192,0.8970241884785798,0.9068502206662468,0.0021049225948702,0.0030673117993633
1989,wave3,Default,0.6666770946695025,0.6666770946695025,0.995289787558692,0.995289787558692,0.9170443994807098,0.9170443994807098,0.0097911016991692,0.0097911016991692
2196,wave3,Extremely Risk-Seeking,0.7327792597151298,0.8878642495651324,0.9792472366386462,1.0424536025138904,0.9406224137750974,0.9997812667565992,0.0158343198084519,0.0028912251377678
659,wave3,Somewhat Risk-Averse,0.697378453068094,0.7334861556962704,0.8484712803887128,0.8290484950513349,0.8338401415102251,0.8512589080491508,0.0083376081545996,0.0054227516181679
1888,wave3,Risk-Neutral,0.8517055085252518,0.9031030463575568,0.9419505751754694,1.1141716921164964,0.95672287140637,1.028604159010222,0.0048407147477888,-0.0052363527796101
1414,wave3,Extremely Risk-Seeking,0.7817245146115284,0.8460107012183502,0.993480908191934,1.067848819177852,0.925915764268503,0.9952944334615564,0.0114844463742619,0.0006399162788338
127,wave3,Risk-Neutral,0.7822391765171015,0.8013289722262584,1.015463097740862,1.077784191879259,0.9559303395997546,0.9865704214395368,0.0005539738555993,-0.00264826631749
1717,wave3,Default,0.7442856157156268,0.7409655989363357,1.1256024534374969,1.1265140531371436,0.9811651118815516,0.9778389143534828,-0.0031077760479629,-0.0033815885358184
2276,wave3,Extremely Risk-Seeking,0.7568104738297858,0.7891193817901594,1.02095289836304,0.96615668573513,0.9622792600754856,0.9425692495463872,0.0060042875717518,0.0070158395945733
514,wave3,Extremely Risk-Seeking,0.8519681309783714,0.8519681309783714,1.1438336786534098,1.1438336786534098,1.0269095026561577,1.0269095026561577,0.0012859983214901,0.0012859983214901
69,wave3,Default,0.900808069005825,0.8672320097893431,1.246275848263159,1.2103918801161535,1.055059689915859,1.0417391353769156,-0.0049570809788006,-0.0072693463878597
2115,wave3,Extremely Risk-Averse,0.8341863459147626,0.8002896747794442,1.039855668895069,1.1181714522918005,1.0142397100586025,0.9429464624221264,0.0017218310039112,-0.003620239960717
2065,wave3,Extremely Risk-Averse,0.8795878372793724,0.8399745758446059,1.1921421261783105,1.2209318493881929,1.0541428999895266,1.02854341779052,-0.0008746120276698,-0.0049591240135644
1883,wave3,Risk-Neutral,0.7428862966617822,0.7428862966617822,1.0463630371822137,1.0463630371822137,0.9731872945046248,0.9731872945046248,0.000603964365305,0.000603964365305
293,wave3,Default,0.6991644312046795,0.6991644312046795,0.988063663849316,0.988063663849316,0.8387877739135617,0.8387877739135617,0.0147787813998832,0.0147787813998832
2248,wave3,Extremely Risk-Seeking,0.8151613545751597,0.8666139029562353,0.9273130073110548,0.9100727601018924,0.9102600181639868,0.9289335568195278,0.0069269880504494,0.0128489293505963
1851,wave3,Extremely Risk-Seeking,0.7254804813400023,0.7487507464592809,1.106269540767204,1.1844419591514506,0.916092884719184,0.9813298397826348,0.0081540415239356,-0.0003718087950097
1800,wave3,Extremely Risk-Averse,0.7578634996049901,0.7578634996049901,1.09688382749665,1.09688382749665,1.0023398504494052,1.0023398504494052,-0.0004149031429164,-0.0004149031429164
312,wave3,Default,0.9077359679789117,0.9056121740340418,1.1848664187816986,1.1677703339986023,1.0531991872277942,1.041613157791625,-0.0084281198472008,-0.0044987871069858
2236,wave3,Somewhat Risk-Seeking,0.6866629374041636,0.82473701770939,0.9721089741809358,1.044417650314412,0.9115919810902442,0.981927242557172,0.0081600297925024,0.0028629822657434
103,wave3,Somewhat Risk-Seeking,0.910326458621715,0.9087849061520696,1.252754727623121,1.2420687049362713,1.0665206171626562,1.0668321584941125,-0.0007199031214463,-0.0026167699988598
1271,wave3,Extremely Risk-Seeking,0.7675077930308867,0.7783487747610742,0.9422360876100606,0.8697998919693809,0.9163506740824514,0.8733756150222566,0.0108909401668886,0.0119701137930748
1672,wave3,Somewhat Risk-Seeking,0.7374475466697787,0.7883094966877152,0.9931182375463246,1.0358654825267877,0.9294879274425716,0.9831297804565238,0.0094082726736789,0.0084625997589833
2112,wave3,Risk-Neutral,0.8342339842670642,0.7083716636055282,1.200370235716375,1.060796810819704,1.0557173064412533,1.0065566545080926,-0.0054492650234467,-0.0057388079161515
1154,wave3,Somewhat Risk-Seeking,0.8871620931867473,0.8871620931867473,1.035903158254094,1.035903158254094,0.993432344082282,0.993432344082282,0.0051654944805962,0.0051654944805962
1652,wave3,Extremely Risk-Seeking,0.6976269915412942,0.8731075720168343,0.9023369187086284,1.106161549487397,0.8407873926070227,1.014962892962775,0.0078734791780099,0.0012241282001758
2332,wave3,Somewhat Risk-Seeking,0.7630901979787493,0.7630901979787493,1.027378340380637,1.027378340380637,0.9318459083229348,0.9318459083229348,0.0102065798237335,0.0102065798237335
2173,wave3,Extremely Risk-Seeking,0.8105368722888884,0.8757790047674084,0.9626669856476172,1.0283626665711174,0.9633399916641388,1.0155935926168471,0.0076252441884221,0.0033994036637236
888,wave3,Somewhat Risk-Averse,0.8200209074552927,0.7991404920978861,1.0797619002516117,1.1461729677377952,1.017084370963986,0.9908893273802504,0.0072844838364452,-0.0038949031678299
1408,wave3,Extremely Risk-Averse,0.6887732484224866,0.7059188665783257,1.102303665876286,1.1405489178684023,1.010110135391158,1.0066696020964938,0.0015794314206699,-0.0025195507682638
1601,wave3,Somewhat Risk-Averse,0.8029808001767297,0.7427491249615379,1.234591136531904,1.1673281731395169,1.05260381344489,1.0133320555428462,-0.0053620713824855,-0.0048141087884658
1453,wave3,Extremely Risk-Seeking,0.6987614567247127,0.8006589344654184,1.1515756532242118,0.987137187306502,0.8986706850764623,0.9146348652696252,0.0023666178997691,0.0026928868301586
2317,wave3,Somewhat Risk-Averse,0.8832213235200311,0.8504739001464885,1.1644902219996427,1.1661757154269732,1.0355036446518688,1.0111233534167448,-0.0047006918642085,-0.0037807245214252
299,wave3,Risk-Neutral,0.673901402925921,0.6328301905672558,1.0430906110406395,1.0050810089152786,0.9767732470651246,0.957966992113974,0.0083470783503513,0.010471810415297
1835,wave3,Default,0.7542497256038003,0.7236537407514729,1.0662492970126474,1.0380736884667616,0.9727744473718124,0.950288890754386,0.0014532436144128,0.0057192904273781
165,wave3,Risk-Neutral,0.7661451142644751,0.7661451142644751,0.91248631250114,0.91248631250114,0.8973401061554147,0.8973401061554147,0.0032257252125899,0.0032257252125899
502,wave3,Default,0.6592465444064128,0.6991756856789826,0.9878423596830466,0.9913304995231856,0.9662900116257386,0.9516134108290928,0.0017605137792253,0.0029005858274642
176,wave3,Extremely Risk-Averse,0.7902641662114784,0.7902641662114784,0.9168917953446442,0.9168917953446442,0.9248414355743644,0.9248414355743644,0.0102271660564392,0.0102271660564392
62,wave3,Somewhat Risk-Seeking,0.840363702560639,0.840363702560639,0.971417075896546,0.971417075896546,0.9192858577981214,0.9192858577981214,0.0104118340962215,0.0104118340962215
1568,wave3,Somewhat Risk-Seeking,0.7356491614699087,0.7794988044980184,0.9644661051941104,0.9053167986567964,0.9612453437127876,0.9249510150994218,0.0087045864153312,0.0113893514718828
643,wave3,Somewhat Risk-Averse,0.8968616231154062,0.8968616231154062,1.1787288504075708,1.1787288504075708,1.061488369709163,1.061488369709163,-0.001877540105216,-0.001877540105216
2017,wave3,Default,0.8879306111218287,0.8521281180306546,1.2281033905249132,1.1831324039653182,1.0409845301381015,1.0266575258252215,-0.0063280852870511,-0.0062082241605423
2041,wave3,Default,0.7458547320139445,0.7513578209895629,0.9302280730552824,0.9814576590007954,0.8788149585296032,0.9161839799088314,0.0066479777867469,0.0046978819263938
818,wave3,Extremely Risk-Averse,0.8512022177943216,0.8512022177943216,1.0913119884576965,1.0913119884576965,1.0318856417635711,1.0318856417635711,0.0001772699314931,0.0001772699314931
2277,wave3,Default,0.6560010285560365,0.6898668391597405,1.0769743912273833,1.0409635980009384,0.9671699762888248,0.9537533979999964,-0.0009264438245723,0.0045956212863544
1141,wave3,Somewhat Risk-Averse,0.8707525881706444,0.8660510678847542,1.2774994894001377,1.2502739526230986,1.074400938143056,1.056740057776957,-0.0050397430012128,-0.0061960274976773
2367,wave3,Risk-Neutral,0.7850073772851491,0.7850073772851491,1.0120802678042258,1.0120802678042258,0.9705274745007176,0.9705274745007176,-0.0023548106065786,-0.0023548106065786
996,wave3,Somewhat Risk-Averse,0.8379055915718364,0.8424083162655444,1.1483491892612832,1.1543256088482592,1.0261550816207778,1.0286106938607396,0.0023505490226275,0.0016074438863644
1937,wave3,Extremely Risk-Averse,0.746835574893913,0.7258638365700364,1.078522569339565,1.075273248481979,0.982508304477666,0.9877236365730648,0.0036894672085386,-0.0006176030604816
2096,wave3,Extremely Risk-Seeking,0.8069508956451201,0.7635484159743284,1.105229823632837,0.9854461797134004,0.9422891842791395,0.9176469023889462,0.0027912242941409,0.0119472687031866
